 [antenna_current.dat]

     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
    41   0.00004052   0.00006219   0.00007423        56.91
    42   0.00004069   0.00010133   0.00010920        68.12
    43   0.00004097   0.00013310   0.00013927        72.89
    44   0.00004141   0.00016174   0.00016696        75.64
    45   0.00004144  -0.00012542   0.00013209       -71.72



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1   0.00001995   0.00003315   0.00003869        58.96
     2   0.00002188   0.00001672   0.00002754        37.39
     3   0.00002279   0.00000185   0.00002286         4.65
     4   0.00002225   0.00000061   0.00002226         1.58
     5   0.00002044   0.00000296   0.00002065         8.23
     6   0.00001718   0.00000855   0.00001919        26.46
     7   0.00001351   0.00001569   0.00002071        49.29
     8   0.00001047   0.00002252   0.00002483        65.05
     9   0.00000796   0.00002912   0.00003019        74.71
    10   0.00000596   0.00003547   0.00003597        80.46
    11   0.00000521   0.00004059   0.00004093        82.69
    12   0.00000577   0.00004362   0.00004400        82.46
    13   0.00000752   0.00004461   0.00004524        80.43
    14   0.00001059   0.00004376   0.00004502        76.40
    15   0.00001413   0.00004152   0.00004386        71.20
    16   0.00001732   0.00003809   0.00004184        65.55
    17  -0.00013778  -0.00001156   0.00013827      -175.20
    18  -0.00000102  -0.00000064   0.00000121      -147.89
    19   0.00003051  -0.00274382   0.00274399       -89.36
    20   0.00003368  -0.00215199   0.00215225       -89.10
    21   0.00003514  -0.00117676   0.00117729       -88.29
    22   0.00003439  -0.00217361   0.00217388       -89.09
    23   0.00003155  -0.00274705   0.00274724       -89.34
    24   0.00002632  -0.00321533   0.00321543       -89.53
    25   0.00002036  -0.00360005   0.00360010       -89.68
    26   0.00001539  -0.00391920   0.00391923       -89.78
    27   0.00001121  -0.00415543   0.00415544       -89.85
    28   0.00000779  -0.00429915   0.00429915       -89.90
    29   0.00000639  -0.00435121   0.00435121       -89.92
    30   0.00000720  -0.00431466   0.00431466       -89.90
    31   0.00001000  -0.00419159   0.00419160       -89.86
    32   0.00001500  -0.00398801   0.00398803       -89.78
    33   0.00002085  -0.00369622   0.00369628       -89.68
    34   0.00002609  -0.00327472   0.00327482       -89.54
    35  -0.00019439  -0.00038123   0.00042793      -117.02
    36  -0.00000148  -0.00015513   0.00015513       -90.55
    37  -0.00000555   0.00011094   0.00011108        92.86
    38   0.00004192  -0.00006447   0.00007690       -56.96
    39   0.00004186  -0.00002187   0.00004723       -27.59
    40   0.00004181   0.00002056   0.00004659        26.18
    41   0.00004183   0.00006200   0.00007479        55.99
    42   0.00004196   0.00010137   0.00010971        67.51
    43   0.00004225   0.00013372   0.00014024        72.47
    44   0.00004272   0.00016367   0.00016916        75.37
    45   0.00004286  -0.00012445   0.00013163       -71.00



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1   0.00001943   0.00003026   0.00003596        57.30
     2   0.00002130   0.00001421   0.00002561        33.72
     3   0.00002219  -0.00000035   0.00002219        -0.90
     4   0.00002169  -0.00000160   0.00002174        -4.22
     5   0.00001995   0.00000062   0.00001996         1.79
     6   0.00001682   0.00000604   0.00001788        19.76
     7   0.00001330   0.00001299   0.00001860        44.32
     8   0.00001040   0.00001962   0.00002221        62.09
     9   0.00000798   0.00002607   0.00002727        72.97
    10   0.00000606   0.00003233   0.00003290        79.39
    11   0.00000533   0.00003738   0.00003776        81.89
    12   0.00000586   0.00004037   0.00004080        81.74
    13   0.00000753   0.00004138   0.00004206        79.69
    14   0.00001046   0.00004059   0.00004191        75.55
    15   0.00001385   0.00003842   0.00004084        70.18
    16   0.00001690   0.00003507   0.00003893        64.27
    17  -0.00013357  -0.00000293   0.00013360      -178.74
    18  -0.00000099  -0.00000054   0.00000113      -151.47
    19   0.00003090  -0.00274526   0.00274543       -89.36
    20   0.00003409  -0.00215066   0.00215093       -89.09
    21   0.00003556  -0.00117249   0.00117303       -88.26
    22   0.00003482  -0.00216966   0.00216994       -89.08
    23   0.00003197  -0.00274382   0.00274400       -89.33
    24   0.00002673  -0.00321274   0.00321285       -89.52
    25   0.00002074  -0.00359809   0.00359815       -89.67
    26   0.00001575  -0.00391780   0.00391784       -89.77
    27   0.00001154  -0.00415460   0.00415462       -89.84
    28   0.00000808  -0.00429891   0.00429892       -89.89
    29   0.00000665  -0.00435144   0.00435145       -89.91
    30   0.00000745  -0.00431529   0.00431529       -89.90
    31   0.00001027  -0.00419258   0.00419259       -89.86
    32   0.00001529  -0.00398925   0.00398928       -89.78
    33   0.00002117  -0.00369754   0.00369760       -89.67
    34   0.00002645  -0.00327614   0.00327625       -89.54
    35  -0.00019483  -0.00038062   0.00042759      -117.11
    36  -0.00000149  -0.00015500   0.00015501       -90.55
    37  -0.00000679   0.00011478   0.00011498        93.39
    38   0.00004314  -0.00007087   0.00008296       -58.67
    39   0.00004302  -0.00003241   0.00005387       -36.99
    40   0.00004291   0.00000596   0.00004333         7.91
    41   0.00004285   0.00004377   0.00006126        45.61
    42   0.00004287   0.00008053   0.00009123        61.97
    43   0.00004302   0.00011488   0.00012267        69.47
    44   0.00004334   0.00014156   0.00014804        72.98
    45   0.00004385   0.00016453   0.00017028        75.08
    46   0.00004407  -0.00012574   0.00013323       -70.69



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1   0.00001891   0.00002730   0.00003321        55.29
     2   0.00002069   0.00001194   0.00002389        30.00
     3   0.00002154  -0.00000198   0.00002163        -5.25
     4   0.00002106  -0.00000323   0.00002131        -8.73
     5   0.00001940  -0.00000112   0.00001943        -3.32
     6   0.00001642   0.00000412   0.00001693        14.08
     7   0.00001306   0.00001085   0.00001698        39.71
     8   0.00001029   0.00001725   0.00002009        59.19
     9   0.00000799   0.00002350   0.00002482        71.22
    10   0.00000615   0.00002959   0.00003022        78.26
    11   0.00000546   0.00003449   0.00003492        81.00
    12   0.00000597   0.00003736   0.00003783        80.93
    13   0.00000756   0.00003830   0.00003904        78.83
    14   0.00001035   0.00003748   0.00003888        74.56
    15   0.00001359   0.00003532   0.00003784        68.96
    16   0.00001650   0.00003202   0.00003602        62.74
    17  -0.00012899   0.00000505   0.00012908       177.76
    18  -0.00000096  -0.00000044   0.00000106       204.63
    19   0.00003133  -0.00274300   0.00274318       -89.35
    20   0.00003453  -0.00214884   0.00214912       -89.08
    21   0.00003599  -0.00117178   0.00117233       -88.24
    22   0.00003525  -0.00216857   0.00216885       -89.07
    23   0.00003240  -0.00274303   0.00274322       -89.32
    24   0.00002714  -0.00321216   0.00321227       -89.52
    25   0.00002112  -0.00359765   0.00359771       -89.66
    26   0.00001610  -0.00391740   0.00391743       -89.76
    27   0.00001187  -0.00415423   0.00415425       -89.84
    28   0.00000839  -0.00429858   0.00429859       -89.89
    29   0.00000695  -0.00435104   0.00435104       -89.91
    30   0.00000776  -0.00431474   0.00431475       -89.90
    31   0.00001058  -0.00419186   0.00419187       -89.86
    32   0.00001562  -0.00398830   0.00398833       -89.78
    33   0.00002154  -0.00369620   0.00369626       -89.67
    34   0.00002685  -0.00327449   0.00327460       -89.53
    35  -0.00019486  -0.00037884   0.00042602      -117.22
    36  -0.00000150  -0.00015494   0.00015495       -90.55
    37  -0.00000862   0.00011159   0.00011193        94.42
    38   0.00004449  -0.00007081   0.00008362       -57.85
    39   0.00004437  -0.00003260   0.00005506       -36.31
    40   0.00004422   0.00000566   0.00004458         7.29
    41   0.00004410   0.00004345   0.00006191        44.58
    42   0.00004407   0.00008029   0.00009159        61.24
    43   0.00004419   0.00011484   0.00012305        68.96
    44   0.00004451   0.00014205   0.00014886        72.60
    45   0.00004507   0.00016621   0.00017221        74.83
    46   0.00004542  -0.00012494   0.00013294       -70.02



     i     Im[i].re     Im[i].im      |Im[i]|   PhaseIm[i] 
     1   0.00001835   0.00002493   0.00003096        53.63
     2   0.00002006   0.00000989   0.00002237        26.25
     3   0.00002089  -0.00000375   0.00002122       -10.19
     4   0.00002043  -0.00000500   0.00002103       -13.76
     5   0.00001885  -0.00000297   0.00001909        -8.96
     6   0.00001602   0.00000216   0.00001616         7.66
     7   0.00001283   0.00000875   0.00001553        34.30
     8   0.00001019   0.00001503   0.00001816        55.85
     9   0.00000800   0.00002116   0.00002262        69.29
    10   0.00000625   0.00002718   0.00002789        77.05
    11   0.00000559   0.00003202   0.00003250        80.09
    12   0.00000607   0.00003484   0.00003537        80.12
    13   0.00000757   0.00003577   0.00003656        78.05
    14   0.00001022   0.00003496   0.00003643        73.70
    15   0.00001329   0.00003283   0.00003541        67.96
    16   0.00001606   0.00002956   0.00003364        61.49
    17  -0.00012441   0.00001259   0.00012504       174.22
    18  -0.00000093  -0.00000036   0.00000099       200.94
    19   0.00003175  -0.00274395   0.00274414       -89.34
    20   0.00003496  -0.00214735   0.00214763       -89.07
    21   0.00003642  -0.00116771   0.00116828       -88.21
    22   0.00003569  -0.00216478   0.00216508       -89.06
    23   0.00003284  -0.00273994   0.00274014       -89.31
    24   0.00002756  -0.00320969   0.00320981       -89.51
    25   0.00002152  -0.00359577   0.00359583       -89.66
    26   0.00001648  -0.00391603   0.00391606       -89.76
    27   0.00001223  -0.00415338   0.00415339       -89.83
    28   0.00000872  -0.00429826   0.00429826       -89.88
    29   0.00000726  -0.00435112   0.00435113       -89.90
    30   0.00000806  -0.00431516   0.00431517       -89.89
    31   0.00001089  -0.00419257   0.00419259       -89.85
    32   0.00001595  -0.00398921   0.00398924       -89.77
    33   0.00002190  -0.00369713   0.00369720       -89.66
    34   0.00002724  -0.00327548   0.00327559       -89.52
    35  -0.00019513  -0.00037790   0.00042530      -117.31
    36  -0.00000151  -0.00015482   0.00015483       -90.56
    37  -0.00001026   0.00011468   0.00011514        95.11
    38   0.00004568  -0.00007624   0.00008888       -59.07
    39   0.00004553  -0.00004143   0.00006156       -42.30
    40   0.00004533  -0.00000654   0.00004580        -8.21
    41   0.00004514   0.00002807   0.00005316        31.87
    42   0.00004501   0.00006221   0.00007679        54.12
    43   0.00004499   0.00009517   0.00010526        64.70
    44   0.00004514   0.00012553   0.00013341        70.22
    45   0.00004551   0.00014801   0.00015485        72.91
    46   0.00004613   0.00016632   0.00017260        74.50
    47   0.00004657  -0.00012618   0.00013450       -69.74



