 [antenna_field.dat]

  É” = 0.000 Åãplane
   --    >>-------   -------   --EÉ”--   -------   -------<< ** >>-------   -------   --EÉ∆--   -------   -------<< ** >>-------   --------<<
 É∆(deg)   FRAD.re   FRAD.im    |FRAD|    FPHASE  FGAI(dB)   **   TRAD.re   TRAD.im    |TRAD|    TPHASE  TGAI(dB)   ** TFGAI(dB)    TPHASE
 -28.000  -0.15696  -0.44585   0.47267  -109.394    4.4465   **   0.39701  -0.19714   0.44326   -26.407    3.8884   **    7.1867   -82.9874 
 -27.000  -0.15922  -0.45165   0.47890  -109.419    4.5602   **   0.40516  -0.19807   0.45098   -26.052    4.0385   **    7.3175   -83.3669 
 -26.000  -0.16142  -0.45731   0.48497  -109.442    4.6696   **   0.41314  -0.19892   0.45854   -25.710    4.1828   **    7.4433   -83.7318 
 -25.000  -0.16357  -0.46282   0.49087  -109.464    4.7747   **   0.42094  -0.19971   0.46591   -25.381    4.3214   **    7.5642   -84.0830 
 -24.000  -0.16565  -0.46817   0.49661  -109.485    4.8757   **   0.42854  -0.20041   0.47309   -25.063    4.4542   **    7.6803   -84.4211 
 -23.000  -0.16766  -0.47336   0.50217  -109.504    4.9724   **   0.43595  -0.20103   0.48007   -24.756    4.5814   **    7.7916   -84.7471 
 -22.000  -0.16960  -0.47838   0.50756  -109.521    5.0650   **   0.44314  -0.20157   0.48683   -24.460    4.7029   **    7.8980   -85.0616 
 -21.000  -0.17148  -0.48323   0.51275  -109.537    5.1535   **   0.45011  -0.20203   0.49337   -24.172    4.8189   **    7.9997   -85.3652 
 -20.000  -0.17328  -0.48791   0.51776  -109.552    5.2379   **   0.45686  -0.20239   0.49969   -23.893    4.9293   **    8.0966   -85.6586 
 -19.000  -0.17500  -0.49240   0.52257  -109.565    5.3182   **   0.46338  -0.20266   0.50576   -23.623    5.0342   **    8.1888   -85.9425 
 -18.000  -0.17664  -0.49670   0.52718  -109.577    5.3944   **   0.46965  -0.20284   0.51158   -23.360    5.1337   **    8.2763   -86.2174 
 -17.000  -0.17821  -0.50081   0.53157  -109.588    5.4666   **   0.47567  -0.20293   0.51715   -23.104    5.2277   **    8.3591   -86.4838 
 -16.000  -0.17969  -0.50473   0.53576  -109.597    5.5348   **   0.48144  -0.20292   0.52246   -22.854    5.3163   **    8.4372   -86.7422 
 -15.000  -0.18109  -0.50844   0.53973  -109.604    5.5989   **   0.48695  -0.20280   0.52749   -22.611    5.3996   **    8.5107   -86.9933 
 -14.000  -0.18240  -0.51196   0.54348  -109.610    5.6590   **   0.49218  -0.20259   0.53225   -22.373    5.4776   **    8.5795   -87.2373 
 -13.000  -0.18363  -0.51526   0.54700  -109.615    5.7151   **   0.49714  -0.20227   0.53672   -22.140    5.5503   **    8.6438   -87.4749 
 -12.000  -0.18476  -0.51835   0.55030  -109.618    5.7673   **   0.50182  -0.20185   0.54090   -21.912    5.6177   **    8.7034   -87.7064 
 -11.000  -0.18581  -0.52123   0.55336  -109.620    5.8155   **   0.50622  -0.20132   0.54478   -21.688    5.6798   **    8.7585   -87.9322 
 -10.000  -0.18676  -0.52389   0.55618  -109.620    5.8597   **   0.51032  -0.20069   0.54837   -21.467    5.7367   **    8.8089   -88.1528 
  -9.000  -0.18761  -0.52633   0.55877  -109.619    5.8999   **   0.51413  -0.19994   0.55164   -21.250    5.7884   **    8.8548   -88.3686 
  -8.000  -0.18838  -0.52854   0.56111  -109.617    5.9362   **   0.51764  -0.19908   0.55460   -21.037    5.8350   **    8.8962   -88.5799 
  -7.000  -0.18904  -0.53053   0.56320  -109.613    5.9686   **   0.52084  -0.19811   0.55725   -20.825    5.8763   **    8.9330   -88.7871 
  -6.000  -0.18961  -0.53228   0.56505  -109.607    5.9970   **   0.52374  -0.19703   0.55957   -20.617    5.9125   **    8.9653   -88.9906 
  -5.000  -0.19009  -0.53381   0.56664  -109.600    6.0216   **   0.52632  -0.19584   0.56158   -20.410    5.9435   **    8.9930   -89.1907 
  -4.000  -0.19046  -0.53510   0.56799  -109.592    6.0421   **   0.52859  -0.19453   0.56325   -20.204    5.9694   **    9.0162   -89.3878 
  -3.000  -0.19074  -0.53616   0.56908  -109.583    6.0588   **   0.53055  -0.19311   0.56460   -20.000    5.9901   **    9.0349   -89.5823 
  -2.000  -0.19091  -0.53699   0.56991  -109.572    6.0715   **   0.53218  -0.19157   0.56561   -19.797    6.0057   **    9.0490   -89.7744 
  -1.000  -0.19099  -0.53757   0.57049  -109.559    6.0804   **   0.53350  -0.18991   0.56629   -19.595    6.0161   **    9.0587   -89.9645 
   0.000  -0.19097  -0.53792   0.57082  -109.545    6.0853   **   0.53449  -0.18814   0.56664   -19.393    6.0214   **    9.0637   -90.1530 
   1.000  -0.19085  -0.53803   0.57088  -109.530    6.0862   **   0.53516  -0.18626   0.56664   -19.190    6.0215   **    9.0643   -90.3401 
   2.000  -0.19063  -0.53791   0.57069  -109.514    6.0833   **   0.53550  -0.18426   0.56632   -18.988    6.0165   **    9.0603   -90.5262 
   3.000  -0.19031  -0.53754   0.57024  -109.496    6.0764   **   0.53552  -0.18214   0.56565   -18.784    6.0063   **    9.0518   -90.7117 
   4.000  -0.18989  -0.53694   0.56953  -109.477    6.0656   **   0.53522  -0.17991   0.56465   -18.580    5.9909   **    9.0387   -90.8969 
   5.000  -0.18938  -0.53610   0.56856  -109.456    6.0509   **   0.53459  -0.17757   0.56331   -18.374    5.9703   **    9.0211   -91.0821 
   6.000  -0.18877  -0.53502   0.56734  -109.434    6.0322   **   0.53364  -0.17511   0.56164   -18.167    5.9445   **    8.9989   -91.2677 
   7.000  -0.18806  -0.53370   0.56587  -109.411    6.0096   **   0.53237  -0.17254   0.55963   -17.957    5.9134   **    8.9721   -91.4540 
   8.000  -0.18726  -0.53215   0.56414  -109.387    5.9831   **   0.53078  -0.16985   0.55730   -17.745    5.8771   **    8.9407   -91.6414 
   9.000  -0.18637  -0.53037   0.56216  -109.361    5.9526   **   0.52887  -0.16706   0.55463   -17.530    5.8354   **    8.9047   -91.8303 
  10.000  -0.18538  -0.52836   0.55994  -109.334    5.9181   **   0.52665  -0.16416   0.55164   -17.313    5.7884   **    8.8640   -92.0210 
  11.000  -0.18430  -0.52612   0.55746  -109.305    5.8797   **   0.52411  -0.16115   0.54832   -17.091    5.7361   **    8.8188   -92.2140 
  12.000  -0.18313  -0.52365   0.55475  -109.276    5.8372   **   0.52126  -0.15803   0.54469   -16.866    5.6783   **    8.7688   -92.4096 
  13.000  -0.18187  -0.52095   0.55179  -109.245    5.7908   **   0.51811  -0.15481   0.54074   -16.636    5.6151   **    8.7142   -92.6083 
  14.000  -0.18053  -0.51804   0.54859  -109.212    5.7404   **   0.51465  -0.15149   0.53648   -16.402    5.5465   **    8.6548   -92.8106 
  15.000  -0.17910  -0.51491   0.54517  -109.179    5.6859   **   0.51090  -0.14806   0.53192   -16.162    5.4723   **    8.5907   -93.0167 
  16.000  -0.17759  -0.51156   0.54151  -109.144    5.6274   **   0.50685  -0.14454   0.52706   -15.917    5.3925   **    8.5218   -93.2274 
  17.000  -0.17599  -0.50800   0.53762  -109.108    5.5649   **   0.50252  -0.14092   0.52190   -15.665    5.3071   **    8.4482   -93.4430 
  18.000  -0.17432  -0.50423   0.53351  -109.071    5.4982   **   0.49790  -0.13721   0.51646   -15.407    5.2160   **    8.3697   -93.6640 
  19.000  -0.17258  -0.50026   0.52919  -109.033    5.4275   **   0.49300  -0.13341   0.51073   -15.142    5.1192   **    8.2864   -93.8911 
  20.000  -0.17075  -0.49608   0.52465  -108.994    5.3527   **   0.48783  -0.12952   0.50473   -14.869    5.0166   **    8.1982   -94.1249 
  21.000  -0.16886  -0.49172   0.51990  -108.953    5.2738   **   0.48240  -0.12554   0.49847   -14.587    4.9081   **    8.1051   -94.3659 
  22.000  -0.16690  -0.48716   0.51495  -108.911    5.1907   **   0.47671  -0.12148   0.49195   -14.297    4.7937   **    8.0070   -94.6147 
  23.000  -0.16487  -0.48241   0.50981  -108.869    5.1034   **   0.47077  -0.11735   0.48517   -13.996    4.6733   **    7.9040   -94.8722 
  24.000  -0.16278  -0.47748   0.50447  -108.825    5.0120   **   0.46459  -0.11313   0.47816   -13.686    4.5468   **    7.7959   -95.1390 
  25.000  -0.16062  -0.47238   0.49894  -108.780    4.9163   **   0.45816  -0.10884   0.47092   -13.364    4.4142   **    7.6828   -95.4160 
  26.000  -0.15841  -0.46710   0.49323  -108.734    4.8163   **   0.45152  -0.10449   0.46345   -13.030    4.2754   **    7.5646   -95.7039 
  27.000  -0.15614  -0.46166   0.48735  -108.687    4.7121   **   0.44465  -0.10007   0.45577   -12.683    4.1302   **    7.4412   -96.0037 
  28.000  -0.15382  -0.45605   0.48129  -108.639    4.6036   **   0.43757  -0.09558   0.44789   -12.322    3.9787   **    7.3127   -96.3163 
  29.000  -0.15145  -0.45029   0.47508  -108.589    4.4906   **   0.43029  -0.09104   0.43981   -11.947    3.8207   **    7.1789   -96.6428 
  30.000  -0.14903  -0.44438   0.46871  -108.539    4.3733   **   0.42281  -0.08645   0.43156   -11.555    3.6561   **    7.0398   -96.9843 
  31.000  -0.14656  -0.43833   0.46218  -108.488    4.2516   **   0.41515  -0.08180   0.42314   -11.146    3.4850   **    6.8955   -97.3419 
  32.000  -0.14406  -0.43213   0.45551  -108.437    4.1254   **   0.40732  -0.07711   0.41456   -10.720    3.3070   **    6.7457   -97.7170 
  33.000  -0.14151  -0.42581   0.44871  -108.384    3.9946   **   0.39933  -0.07237   0.40583   -10.273    3.1223   **    6.5906   -98.1109 
  34.000  -0.13893  -0.41936   0.44177  -108.330    3.8593   **   0.39118  -0.06760   0.39698    -9.805    2.9306   **    6.4300   -98.5251 
  35.000  -0.13632  -0.41278   0.43471  -108.276    3.7193   **   0.38289  -0.06280   0.38800    -9.314    2.7320   **    6.2640   -98.9611 
  36.000  -0.13368  -0.40609   0.42753  -108.220    3.5747   **   0.37446  -0.05797   0.37892    -8.800    2.5263   **    6.0923   -99.4209 
